"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","3학년","남자","","0.00","90.1","10.7","","","","42.1","","215.2","25.3","","0","0","57","28.5","135","67.5","8","4","0","0","200"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","3학년","여자","","0.00","58.4","19.8","","","","27.7","","174.5","24.4","","0","0","1","25","3","75","0","0","0","0","4"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","1학년","남자","","0.00","84.4","12.1","","","","39.2","","196.4","23.5","","1",".7","54","37.5","78","54.2","11","7.6","0","0","144"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","1학년","여자","","0.00","55.9","18.3","","","","22.7","","139.4","21","","0","0","4","14.8","20","74.1","3","11.1","0","0","27"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","2학년","남자","","0.00","89.7","12.9","","","","41.8","","200","23.3","","2","1.2","60","36.6","96","58.5","6","3.7","0","0","164"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","2학년","여자","","0.00","58","13","","","","28.2","","153.8","23.6","","0","0","4","20","15","75","1","5","0","0","20"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","3학년","남자","","0.00","91.6","11.8","","","","44.7","","205.3","24.2","","1",".6","58","36","92","57.1","10","6.2","0","0","161"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","3학년","여자","","0.00","58.3","15.7","","","","27.3","","145.5","21","","0","0","7","29.2","16","66.7","1","4.2","0","0","24"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","1학년","남자","43.6","0.00","","14.3","","","74.6","41.4","9.4","","22.9","","3","1.9","40","25.5","69","43.9","39","24.8","6","3.8","157"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","1학년","여자","35.7","0.00","","22.1","","","44.4","28.8","10.8","","21.2","","2","11.1","6","33.3","7","38.9","2","11.1","1","5.6","18"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","2학년","남자","42.5","0.00","","8.7","","","62.4","","8.7","","23.7","","8","4.4","31","16.9","63","34.4","60","32.8","21","11.5","183"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","2학년","여자","34.4","0.00","","13.8","","","47.6","","10.2","","22.5","","6","22.2","7","25.9","4","14.8","7","25.9","3","11.1","27"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","3학년","남자","43","0.00","","8.9","","","65.3","","8.8","","25","","2","1.4","29","19.9","52","35.6","35","24","28","19.2","146"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","3학년","여자","25.6","0.00","","15.1","","","36.5","","10.6","","24.2","","0","0","10","24.4","16","39","13","31.7","2","4.9","41"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","1학년","남자","","10.27","78.4","10.6","","","","44.3","","220.9","24.3","","4","2.5","43","26.4","73","44.8","36","22.1","7","4.3","163"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","1학년","여자","31","9.28","","12.6","","","10","27.6","","156.4","23.4","","0","0","6","13.3","28","62.2","10","22.2","1","2.2","45"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","2학년","남자","","9.10","","11.5","","","","50.6","","233.1","24.4","","10","5.4","63","34.1","74","40","32","17.3","6","3.2","185"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","2학년","여자","","8.10","","14.4","","","","30.9","","166.7","24.3","","1","2.7","14","37.8","15","40.5","7","18.9","0","0","37"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","3학년","남자","","9.48","","12.3","","","","48.2","","230.4","25.2","","2","1.2","35","20.3","79","45.9","53","30.8","3","1.7","172"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","3학년","여자","","9.26","","15","","","","28.1","","163.3","23.5","","1","3.4","7","24.1","15","51.7","5","17.2","1","3.4","29"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000601","한양공업고등학교","04","사립","N","","1학년","남자","","8.08","","14.2","","31.6","","","","218.5","24.6","","22","8.7","80","31.7","130","51.6","20","7.9","0","0","252"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000601","한양공업고등학교","04","사립","N","","2학년","남자","","7.55","","13.9","","39.4","","","","226.1","24","","24","9","75","28.1","147","55.1","21","7.9","0","0","267"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000601","한양공업고등학교","04","사립","N","","3학년","남자","","7.19","","14.8","","45.5","","","","237.2","24.9","","22","7.7","102","35.9","142","50","16","5.6","2",".7","284"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","1학년","남자","81","0.00","","12","","","","38.5","","176.8","25.1","","2","3.9","10","19.6","33","64.7","5","9.8","1","2","51"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","1학년","여자","64","0.00","","18.7","","","","27.2","","130","17.9","","0","0","1","33.3","2","66.7","0","0","0","0","3"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","2학년","남자","71.8","11.46","","13.8","","","","43.4","","202","23.5","","1","1.7","25","41.7","28","46.7","4","6.7","2","3.3","60"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","2학년","여자","63.7","0.00","","20.2","","","","36.5","","169.1","20.6","","2","22.2","7","77.8","0","0","0","0","0","0","9"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","3학년","남자","76.3","0.00","","11.7","","","","44.9","","195.6","24.3","","1","1.3","22","28.2","48","61.5","7","9","0","0","78"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","3학년","여자","69.6","0.00","","18.7","","","","35.1","","171.4","21.1","","1","14.3","6","85.7","0","0","0","0","0","0","7"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","1학년","남자","62.6","0.00","","12.1","","","","39.6","7.7","","24","","2","3.4","25","42.4","21","35.6","10","16.9","1","1.7","59"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","1학년","여자","38.5","0.00","","16.7","","40","","25.3","10","148.5","22.4","","0","0","14","26.9","33","63.5","5","9.6","0","0","52"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","2학년","남자","50.9","0.00","79.2","12.3","","","133","45.4","8.1","225","24.7","","0","0","18","35.3","17","33.3","13","25.5","3","5.9","51"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","2학년","여자","29.1","0.00","","15.6","","","","25.3","10.1","","22.7","","0","0","16","19.3","56","67.5","7","8.4","4","4.8","83"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","3학년","남자","46.1","0.00","","12.2","","","","37.7","8.4","","24.2","","0","0","7","17.9","16","41","12","30.8","4","10.3","39"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","3학년","여자","26.8","0.00","","12.9","","","","24.3","10.8","","22.7","","0","0","0","0","11","73.3","3","20","1","6.7","15"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000604","서울의료보건고등학교","04","사립","N","","1학년","여자","37","0.00","","15.8","","30","","","","142.7","22.4","","1","1","44","42.3","49","47.1","10","9.6","0","0","104"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000604","서울의료보건고등학교","04","사립","N","","2학년","여자","43.7","0.00","","18.5","","31.3","","","","151.6","23.3","","7","6.5","52","48.6","40","37.4","8","7.5","0","0","107"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000604","서울의료보건고등학교","04","사립","N","","3학년","여자","37.4","0.00","","18.6","","28.8","","","","150.8","23.7","","3","3","36","35.6","56","55.4","6","5.9","0","0","101"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000605","서울동구고등학교","04","사립","N","","1학년","여자","","8.27","","16.7","","40","","","9.6","","22.4","","2","1.9","57","53.3","44","41.1","4","3.7","0","0","107"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000605","서울동구고등학교","04","사립","N","","2학년","여자","","8.41","","16.5","","40","","","9.6","","22.4","","9","6.3","68","47.6","60","42","6","4.2","0","0","143"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000605","서울동구고등학교","04","사립","N","","3학년","여자","","8.39","","17.9","","39.8","","","9.4","","22.2","","9","4.8","93","49.5","79","42","7","3.7","0","0","188"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000606","서울컨벤션고등학교","04","사립","N","","1학년","남자","64","6.58","","14.6","","","","41.9","","218.4","23.5","","7","6.4","48","43.6","42","38.2","13","11.8","0","0","110"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000606","서울컨벤션고등학교","04","사립","N","","1학년","여자","42.9","5.53","","19","","","","29","9.2","174.5","22.5","","6","5.9","59","57.8","32","31.4","5","4.9","0","0","102"
