"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000521","태백기계공업고등학교","04","공립","N","","1학년","여자","21","0.00","","17","","","","16.7","","153","21.6","","0","0","0","0","1","100","0","0","0","0","1"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000521","태백기계공업고등학교","04","공립","N","","2학년","남자","62.1","0.00","","12.4","","","","44.9","","214.8","24.7","","2","3.5","15","26.3","31","54.4","9","15.8","0","0","57"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000521","태백기계공업고등학교","04","공립","N","","2학년","여자","36.7","0.00","","15.9","","","","22.5","","176.7","19.7","","0","0","2","66.7","0","0","1","33.3","0","0","3"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000521","태백기계공업고등학교","04","공립","N","","3학년","남자","56.7","0.00","","16.2","","","","48","","218.2","25.7","","2","3.6","19","33.9","24","42.9","11","19.6","0","0","56"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 평창군","S100000522","평창고등학교","04","공립","N","","1학년","남자","57.4","0.00","","14.1","","","80.3","","","217.4","21.3","","5","11.1","23","51.1","14","31.1","3","6.7","0","0","45"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 평창군","S100000522","평창고등학교","04","공립","N","","1학년","여자","33.6","0.00","","16","","","41.9","18.5","","153.2","21.5","","4","9.1","20","45.5","16","36.4","4","9.1","0","0","44"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 평창군","S100000522","평창고등학교","04","공립","N","","2학년","남자","58.4","0.00","","13.2","","","95.1","","","214.4","21.8","","2","5.4","16","43.2","16","43.2","3","8.1","0","0","37"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 평창군","S100000522","평창고등학교","04","공립","N","","2학년","여자","32.1","0.00","","17.4","","","35","","","156.7","22","","3","6.1","26","53.1","19","38.8","1","2","0","0","49"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 평창군","S100000522","평창고등학교","04","공립","N","","3학년","남자","48.7","0.00","","15.4","","","78.4","","","213.4","24.2","","2","3.9","18","35.3","20","39.2","10","19.6","1","2","51"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 평창군","S100000522","평창고등학교","04","공립","N","","3학년","여자","29.4","0.00","","18.7","","","42.5","","","161.2","22.7","","1","2.5","22","55","16","40","1","2.5","0","0","40"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 정선군","S100000529","함백고등학교","04","공립","N","","1학년","남자","82.4","0.00","","18.7","","","","45","7.3","","22.4","","2","28.6","3","42.9","2","28.6","0","0","0","0","7"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 정선군","S100000529","함백고등학교","04","공립","N","","1학년","여자","49.1","0.00","","19.3","","","","26.9","9.6","","21.8","","2","11.8","10","58.8","4","23.5","1","5.9","0","0","17"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 정선군","S100000529","함백고등학교","04","공립","N","","2학년","남자","75.1","0.00","","11.4","","","","37.8","7.6","","20.6","","0","0","7","53.8","4","30.8","2","15.4","0","0","13"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 정선군","S100000529","함백고등학교","04","공립","N","","2학년","여자","40.6","0.00","","14.8","","","","27.1","10.1","","24.7","","1","9.1","5","45.5","2","18.2","2","18.2","1","9.1","11"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 정선군","S100000529","함백고등학교","04","공립","N","","3학년","남자","69.3","0.00","","10.7","","","","46.7","7.6","","24.7","","1","6.3","6","37.5","8","50","1","6.3","0","0","16"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 정선군","S100000529","함백고등학교","04","공립","N","","3학년","여자","37.2","0.00","","18.1","","","","31","9.1","","23.4","","2","14.3","7","50","4","28.6","1","7.1","0","0","14"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000530","홍천고등학교","04","공립","N","","1학년","남자","37","0.00","","11","","","","46.1","7.7","","23.5","","5","3.4","44","29.7","78","52.7","20","13.5","1",".7","148"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000530","홍천고등학교","04","공립","N","","2학년","남자","44.2","0.00","88.2","13.6","","","70","46.5","7.4","272.8","23.3","","13","8.4","45","29.2","79","51.3","16","10.4","1",".6","154"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000530","홍천고등학교","04","공립","N","","3학년","남자","28.8","0.00","","11.2","","","","48.1","8.2","","25.2","","4","2.3","31","17.6","72","40.9","65","36.9","4","2.3","176"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","1학년","남자","","0.00","70","6.3","","","","32.4","","184.2","25.6","","0","0","7","15.6","16","35.6","19","42.2","3","6.7","45"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","1학년","여자","","0.00","48.1","11.2","","","","23.7","","134.6","23.8","","0","0","2","5.4","18","48.6","15","40.5","2","5.4","37"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","2학년","남자","","0.00","71.5","6.9","","","","37.8","","176.7","24.2","","0","0","5","11.4","23","52.3","15","34.1","1","2.3","44"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","2학년","여자","","0.00","47.4","6.8","","","","24.1","","143.9","25.3","","0","0","1","3.6","9","32.1","14","50","4","14.3","28"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","3학년","남자","","0.00","72.3","5.8","","","","37.6","","182.2","25.4","","0","0","3","6.3","18","37.5","25","52.1","2","4.2","48"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000531","홍천농업고등학교","04","공립","N","","3학년","여자","","0.00","46.5","10.5","","","","25.6","","137.3","25.3","","0","0","2","6.9","12","41.4","14","48.3","1","3.4","29"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000532","홍천여자고등학교","04","공립","N","","1학년","여자","46.6","0.00","","19.7","","","39","","","154.3","21","","25","16.7","91","60.7","31","20.7","3","2","0","0","150"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000532","홍천여자고등학교","04","공립","N","","2학년","여자","44.5","0.00","","16.8","","","28.3","","","155.1","21.8","","17","9.9","74","43","69","40.1","9","5.2","3","1.7","172"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000532","홍천여자고등학교","04","공립","N","","3학년","여자","45.2","0.00","","17.6","","","29.9","23.2","","147.1","22.7","","15","8.4","73","40.8","73","40.8","13","7.3","5","2.8","179"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","1학년","남자","50","0.00","","17.3","","","","39","7.4","","21","","0","0","3","75","1","25","0","0","0","0","4"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","1학년","여자","22.5","0.00","","17.7","","","","27.8","9.9","","23","","3","6.3","13","27.1","30","62.5","1","2.1","1","2.1","48"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","2학년","남자","54.8","0.00","","18.9","","","","48.5","7.5","","22.7","","0","0","3","60","1","20","1","20","0","0","5"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","2학년","여자","23.6","0.00","","18.9","","","","27.5","9.7","","22.5","","1","1.7","20","33.3","34","56.7","5","8.3","0","0","60"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","3학년","남자","","0.00","68.1","1.7","","","","38.2","","211.3","22.2","","0","0","0","0","2","66.7","1","33.3","0","0","3"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100000533","강원생활과학고등학교","04","공립","N","","3학년","여자","","0.00","46.8","18.2","","","","27.3","","164.5","22.7","","0","0","10","18.9","41","77.4","2","3.8","0","0","53"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000534","화천고등학교","04","공립","N","","1학년","남자","56.7","0.00","","15","","","","45.3","","208","23.8","","0","0","15","42.9","15","42.9","5","14.3","0","0","35"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000534","화천고등학교","04","공립","N","","1학년","여자","32","0.00","","20.5","","","","27.6","","156","21.5","","1","3.1","14","43.8","16","50","1","3.1","0","0","32"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000534","화천고등학교","04","공립","N","","2학년","남자","55.9","0.00","","17.2","","","","48.1","","207.8","24.1","","1","2.6","14","35.9","14","35.9","10","25.6","0","0","39"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000534","화천고등학교","04","공립","N","","2학년","여자","30","0.00","","23.2","","","","29.3","","154.2","22.9","","2","6.9","12","41.4","11","37.9","4","13.8","0","0","29"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000534","화천고등학교","04","공립","N","","3학년","남자","55.9","0.00","","15.4","","","","47","","216.6","25","","0","0","7","20","20","57.1","8","22.9","0","0","35"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000534","화천고등학교","04","공립","N","","3학년","여자","33","0.00","","22.4","","","","30.4","","160.9","23.3","","3","8.3","16","44.4","17","47.2","0","0","0","0","36"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","1학년","남자","44.2","0.00","","9","","","","42.7","","209","23.1","","0","0","2","16.7","7","58.3","2","16.7","1","8.3","12"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","1학년","여자","39.9","0.00","","17.8","","","","29.5","","177.7","21.7","","2","12.5","9","56.3","2","12.5","1","6.3","2","12.5","16"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","2학년","남자","57.4","0.00","","10.2","","","","47.1","","216.6","36.5","","2","9.5","6","28.6","4","19","7","33.3","2","9.5","21"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","2학년","여자","32.1","0.00","","19.1","","","","28.7","","156.1","23.6","","0","0","6","37.5","8","50","1","6.3","1","6.3","16"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","3학년","남자","31.8","0.00","","10.3","","","","48.6","","190.5","23.3","","0","0","2","15.4","6","46.2","5","38.5","0","0","13"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 화천군","S100000536","화천정보산업고등학교","04","공립","N","","3학년","여자","25.3","0.00","","14.6","","","","29.1","","140.3","23.7","","0","0","6","25","7","29.2","9","37.5","2","8.3","24"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000539","황지고등학교","04","공립","N","","1학년","남자","60.4","0.00","","14.4","","","","44.4","7.5","249","23.3","","12","9.2","59","45.4","54","41.5","5","3.8","0","0","130"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000539","황지고등학교","04","공립","N","","2학년","남자","58.8","0.00","","16.1","","","","45.5","7.9","245","24.6","","6","4.9","43","35","55","44.7","19","15.4","0","0","123"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000539","황지고등학교","04","공립","N","","3학년","남자","57.8","0.00","","13.6","","","","48","7.6","","23.9","","4","2.9","52","38","67","48.9","14","10.2","0","0","137"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","1학년","남자","50.7","0.00","","12.9","","","","37","","195.3","","","0","0","0","0","3","42.9","3","42.9","1","14.3","7"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","1학년","여자","26.6","0.00","","17.7","","","","27.1","","158.1","","","0","0","5","14.3","15","42.9","13","37.1","2","5.7","35"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","2학년","남자","40.2","0.00","","16.9","","","","44.4","","207.7","","","0","0","1","16.7","2","33.3","3","50","0","0","6"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","2학년","여자","27.7","0.00","","16.9","","","","27.6","","155.9","","","0","0","1","4.3","10","43.5","12","52.2","0","0","23"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","3학년","남자","37.5","0.00","","20.8","","","","37.6","","210","","","0","0","0","0","1","50","1","50","0","0","2"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 태백시","S100000544","황지정보산업고등학교","04","공립","N","","3학년","여자","31.7","0.00","","20.9","","","","28.3","","159.2","","","0","0","2","6.7","19","63.3","7","23.3","2","6.7","30"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100000546","횡성고등학교","04","공립","N","","1학년","남자","91.9","0.00","","16.5","","","","46.4","","227.7","23.3","","23","22.3","65","63.1","15","14.6","0","0","0","0","103"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100000546","횡성고등학교","04","공립","N","","2학년","남자","91","0.00","","15.2","","","","49.3","","238","23.2","","21","19.6","62","57.9","24","22.4","0","0","0","0","107"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100000546","횡성고등학교","04","공립","N","","3학년","남자","91.9","0.00","","16.6","","","","50.8","","237.9","24","","18","16.5","61","56","29","26.6","1",".9","0","0","109"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100000548","횡성여자고등학교","04","공립","N","","1학년","여자","36.2","0.00","","17.5","","","35.1","","","161.9","22.4","","15","13.5","49","44.1","39","35.1","8","7.2","0","0","111"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100000548","횡성여자고등학교","04","공립","N","","2학년","여자","37.8","0.00","","17.7","","","37.3","","","154.5","22.4","","20","19.4","33","32","37","35.9","12","11.7","1","1","103"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100000548","횡성여자고등학교","04","공립","N","","3학년","여자","32.1","0.00","","18.6","","","33.1","","","152.5","22.8","","12","10.9","38","34.5","44","40","15","13.6","1",".9","110"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003702","치악고등학교","04","공립","N","","1학년","남자","57.7","0.00","","12.8","","","","41.4","7.9","","22.9","","7","4.8","54","37.2","61","42.1","22","15.2","1",".7","145"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003702","치악고등학교","04","공립","N","","1학년","여자","33.8","0.00","","16.6","","","","25.8","9.8","175","20.8","","7","5.2","59","44","52","38.8","15","11.2","1",".7","134"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003702","치악고등학교","04","공립","N","","2학년","남자","64.6","0.00","66.9","11","","","","43.9","8.1","185","23.5","18.1","4","2.5","45","28.5","65","41.1","38","24.1","6","3.8","158"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003702","치악고등학교","04","공립","N","","2학년","여자","34.8","0.00","","15.4","","","","26.4","10.1","100","21.4","","4","3","37","28","52","39.4","37","28","2","1.5","132"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003702","치악고등학교","04","공립","N","","3학년","남자","65.9","0.00","","11.7","","","","45.3","7.7","","23.5","","9","5.7","58","36.9","57","36.3","25","15.9","8","5.1","157"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003702","치악고등학교","04","공립","N","","3학년","여자","35.7","0.00","","18.2","","","","26.7","9.9","","21.2","","5","4.3","31","26.7","62","53.4","17","14.7","1",".9","116"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003735","전인고등학교","04","사립","N","","1학년","남자","63.4","0.00","","9.1","","43","","","","220.9","22","","3","17.6","6","35.3","8","47.1","0","0","0","0","17"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003735","전인고등학교","04","사립","N","","1학년","여자","28.8","0.00","","22.3","","45.6","40","","9.6","148.6","21.7","","0","0","8","66.7","4","33.3","0","0","0","0","12"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003735","전인고등학교","04","사립","N","","2학년","남자","63.6","0.00","","15.5","","49.5","","","","199.5","24.4","","3","27.3","3","27.3","3","27.3","2","18.2","0","0","11"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003735","전인고등학교","04","사립","N","","2학년","여자","40.7","0.00","","19.4","","41.3","","","","159.3","21.5","","1","14.3","5","71.4","1","14.3","0","0","0","0","7"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003735","전인고등학교","04","사립","N","","3학년","남자","64.5","0.00","","18.6","","54.5","","","","231","23.5","","3","20","7","46.7","4","26.7","1","6.7","0","0","15"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003735","전인고등학교","04","사립","N","","3학년","여자","37.2","0.00","","22.1","","38.5","","","","157.6","22.6","","4","25","7","43.8","4","25","0","0","1","6.3","16"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100003746","팔렬고등학교","04","사립","N","","1학년","남자","59.4","0.00","","5.7","","","","47.6","","179.4","25.6","","0","0","5","38.5","2","15.4","5","38.5","1","7.7","13"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100003746","팔렬고등학교","04","사립","N","","1학년","여자","28","0.00","","12","","","","27.2","","154","20","","0","0","1","20","4","80","0","0","0","0","5"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100003746","팔렬고등학교","04","사립","N","","2학년","남자","78.3","0.00","","11.3","","","","61","","208.7","21.1","","1","14.3","5","71.4","1","14.3","0","0","0","0","7"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100003746","팔렬고등학교","04","사립","N","","2학년","여자","40.7","0.00","","12.2","","","","38.9","","161.9","24.3","","0","0","3","42.9","3","42.9","1","14.3","0","0","7"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100003746","팔렬고등학교","04","사립","N","","3학년","남자","58.8","0.00","","6.8","","","","45.3","","163.5","26.4","","0","0","2","25","3","37.5","2","25","1","12.5","8"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 홍천군","S100003746","팔렬고등학교","04","사립","N","","3학년","여자","39.3","0.00","","14","","","","38.2","","142","24.1","","0","0","0","0","3","100","0","0","0","0","3"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003814","강원애니고등학교","04","공립","N","","1학년","남자","42.8","0.00","","6.9","","","","35.7","","201.2","24.6","","0","0","0","0","8","61.5","4","30.8","1","7.7","13"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003814","강원애니고등학교","04","공립","N","","1학년","여자","25.5","0.00","","7.3","","","","24.9","","155.1","22.1","","0","0","4","8.3","29","60.4","15","31.3","0","0","48"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003814","강원애니고등학교","04","공립","N","","2학년","남자","47.5","0.00","","8.6","","","","38.2","","212.1","23.5","","0","0","3","17.6","6","35.3","6","35.3","2","11.8","17"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003814","강원애니고등학교","04","공립","N","","2학년","여자","24.8","0.00","","12.7","","","","26.3","","151.4","23.5","","0","0","4","9.8","29","70.7","7","17.1","1","2.4","41"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003814","강원애니고등학교","04","공립","N","","3학년","남자","54.6","0.00","","9.8","","","","40.9","","202","24.1","","0","0","3","25","5","41.7","4","33.3","0","0","12"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 춘천시","S100003814","강원애니고등학교","04","공립","N","","3학년","여자","26.4","0.00","","11.3","","","","25.7","","152.2","22.9","","0","0","8","18.2","20","45.5","16","36.4","0","0","44"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003835","문막고등학교","04","공립","N","","1학년","남자","39.8","0.00","","9.7","","","","41.9","","223.5","23.5","","1","2.6","10","26.3","21","55.3","6","15.8","0","0","38"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003835","문막고등학교","04","공립","N","","1학년","여자","18.8","0.00","","13.5","","","","26.1","","149.3","22.2","","0","0","4","12.5","20","62.5","8","25","0","0","32"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003835","문막고등학교","04","공립","N","","2학년","남자","54.7","0.00","","14","","","","45.6","","223.1","24","","2","5.6","15","41.7","10","27.8","8","22.2","1","2.8","36"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003835","문막고등학교","04","공립","N","","2학년","여자","27.1","0.00","","13.1","","","","28","","156.3","24.6","","0","0","6","20","18","60","5","16.7","1","3.3","30"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003835","문막고등학교","04","공립","N","","3학년","남자","49.7","0.00","","9.6","","","","42.1","","222.6","24.6","","0","0","10","23.8","20","47.6","12","28.6","0","0","42"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 원주시","S100003835","문막고등학교","04","공립","N","","3학년","여자","23.7","0.00","","15.5","","","","26.9","","147.1","23","","0","0","2","5.6","26","72.2","8","22.2","0","0","36"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 양구군","S100003837","강원외국어고등학교","04","사립","N","","1학년","남자","50.9","0.00","","10.8","","","","36.8","","208.2","22.9","","1","2.5","16","40","15","37.5","6","15","2","5","40"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 양구군","S100003837","강원외국어고등학교","04","사립","N","","1학년","여자","23.8","0.00","","15.8","","","","24.3","","151.2","21.9","","0","0","11","15.9","47","68.1","11","15.9","0","0","69"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 양구군","S100003837","강원외국어고등학교","04","사립","N","","2학년","남자","58.2","0.00","","11.2","","","","39.4","","218","23.3","","0","0","10","31.3","12","37.5","10","31.3","0","0","32"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 양구군","S100003837","강원외국어고등학교","04","사립","N","","2학년","여자","26.4","0.00","","16.5","","","","24.2","","155.5","22.2","","1","1.6","14","21.9","38","59.4","11","17.2","0","0","64"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 양구군","S100003837","강원외국어고등학교","04","사립","N","","3학년","남자","49.9","0.00","","9.6","","","","42.5","","216.9","24.3","","0","0","3","6.3","30","62.5","15","31.3","0","0","48"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 양구군","S100003837","강원외국어고등학교","04","사립","N","","3학년","여자","26.9","0.00","","17.6","","","","25.7","","158","22.2","","0","0","21","33.3","33","52.4","9","14.3","0","0","63"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100003910","현천고등학교","04","공립","N","","1학년","남자","47.5","0.00","76.1","7.3","","","62.4","39.1","","201.5","24","","2","8","8","32","8","32","4","16","3","12","25"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100003910","현천고등학교","04","공립","N","","1학년","여자","25.5","0.00","","13.5","","","34.1","30.4","8.1","149.4","22.8","","1","5.9","4","23.5","9","52.9","3","17.6","0","0","17"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100003910","현천고등학교","04","공립","N","","2학년","남자","50.8","0.00","","10.3","","","58.2","","","214.6","22.6","","0","0","4","33.3","6","50","1","8.3","1","8.3","12"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100003910","현천고등학교","04","공립","N","","2학년","여자","27","0.00","","16.8","","","26.1","","","149.6","22","","3","10.7","6","21.4","10","35.7","9","32.1","0","0","28"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100003910","현천고등학교","04","공립","N","","3학년","남자","50.5","0.00","","13.2","","","76.9","","","227.2","24.6","","1","5.3","4","21.1","9","47.4","4","21.1","1","5.3","19"
"강원특별자치도교육청","강원특별자치도교육청","강원특별자치도 횡성군","S100003910","현천고등학교","04","공립","N","","3학년","여자","21.2","0.00","","16.5","","","35.6","","","150.8","22.6","","0","0","6","26.1","11","47.8","6","26.1","0","0","23"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","1학년","남자","58.1","0.00","","15.7","","","","46.7","","223.2","23.1","","6","15.8","16","42.1","10","26.3","6","15.8","0","0","38"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","1학년","여자","36","0.00","","22.4","","","","29.2","","170.1","21.9","","7","10.8","38","58.5","17","26.2","3","4.6","0","0","65"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","2학년","남자","56.4","0.00","","12.6","","","","45.2","","226.4","24","","1","2.3","18","40.9","18","40.9","7","15.9","0","0","44"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","2학년","여자","29.2","0.00","","18.9","","","","26.9","","165","22.1","","2","3","26","38.8","32","47.8","7","10.4","0","0","67"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","3학년","남자","53.2","0.00","","14","","","","48.8","","220.2","23.7","","4","8.9","12","26.7","20","44.4","8","17.8","1","2.2","45"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003533","한국교원대학교부설고등학교","04","국립","N","","3학년","여자","26.7","0.00","","21.2","","","","32.3","","161.8","23","","3","5","23","38.3","31","51.7","3","5","0","0","60"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003569","충북대학교사범대학부설고등학교","04","국립","N","","1학년","남자","58.9","0.00","","12","","29.2","","","7.7","","22.3","","11","12.9","32","37.6","29","34.1","10","11.8","3","3.5","85"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003569","충북대학교사범대학부설고등학교","04","국립","N","","1학년","여자","36","0.00","","17.5","","29.2","21","","9.6","135","22","","6","7.3","44","53.7","27","32.9","4","4.9","1","1.2","82"
"충청북도교육청","교육부","충청북도 청주시 흥덕구","S000003569","충북대학교사범대학부설고등학교","04","국립","N","","2학년","남자","53.8","0.00","","9.6","","34.7","","","7.6","","22.9","","8","8.8","29","31.9","32","35.2","18","19.8","4","4.4","91"
